Id,Area,Bedrooms,Bathrooms,Floors,YearBuilt,Location,Condition,Garage,Price
1288,2190,3,1,2,1926,Downtown,Poor,No,641759
1645,4212,5,4,2,1976,Rural,Poor,No,110664
1024,2581,2,2,2,2001,Urban,Excellent,No,860763
821,919,4,3,1,1986,Urban,Good,No,905824
1825,2868,2,1,2,1962,Downtown,Excellent,Yes,973570
985,2420,3,4,1,2005,Downtown,Fair,No,218377
1339,4030,5,4,1,1990,Urban,Excellent,Yes,419170
665,802,5,2,3,1978,Suburban,Poor,No,790176
143,4081,4,1,3,1903,Downtown,Poor,No,883247
1517,501,4,1,3,1905,Rural,Good,No,723832
1430,2395,1,4,2,1953,Downtown,Fair,No,265963
865,4031,3,3,2,1910,Suburban,Good,No,924726
422,1622,5,1,3,2002,Suburban,Good,No,520897
637,780,5,4,2,2013,Downtown,Fair,No,898142
1407,2948,3,4,1,1988,Rural,Poor,No,908440
800,4262,3,3,2,1998,Suburban,Excellent,Yes,163394
1404,713,4,3,2,1981,Downtown,Poor,No,645350
616,2628,1,1,1,1975,Suburban,Fair,No,196297
295,3450,2,4,3,1982,Rural,Poor,Yes,611032
924,2259,2,1,2,1914,Urban,Excellent,No,956630
1269,4238,4,4,3,1972,Urban,Fair,No,770643
1903,956,3,2,1,1936,Urban,Good,No,371961
89,4145,1,1,2,1998,Urban,Good,Yes,576683
42,3324,5,3,3,1921,Downtown,Good,No,986192
1802,4383,2,1,3,1930,Suburban,Fair,Yes,147289
1934,3208,5,2,2,1929,Urban,Poor,No,65675
132,4913,4,2,3,1928,Urban,Poor,No,958521
1002,3686,4,1,1,1925,Urban,Fair,No,290310
1158,4011,4,3,1,1921,Suburban,Good,No,540533
1095,3208,5,4,2,1905,Rural,Fair,No,755339
1855,3225,5,2,3,1910,Downtown,Excellent,Yes,922911
1345,4616,3,4,2,2011,Rural,Good,No,168968
1499,1941,3,4,3,1933,Downtown,Fair,No,583963
165,3431,1,2,1,1957,Suburban,Fair,Yes,74220
725,1419,4,2,2,1915,Urban,Poor,No,407073
291,1037,1,4,3,1904,Downtown,Good,Yes,545283
1209,2096,2,2,2,1972,Urban,Good,Yes,389092
1589,1739,3,4,2,1928,Rural,Excellent,No,529274
1897,3701,3,2,1,2012,Urban,Excellent,No,807902
1642,1500,3,4,2,1910,Downtown,Fair,No,109263
1362,1484,5,3,1,1918,Rural,Poor,Yes,443650
779,2070,2,3,3,1913,Suburban,Fair,No,325251
840,4725,5,3,2,1985,Suburban,Poor,Yes,973143
349,3647,4,3,3,1925,Suburban,Poor,No,558928
1945,2942,4,2,2,1900,Suburban,Good,No,776262
572,884,2,2,2,1969,Downtown,Fair,Yes,954610
918,4743,5,2,3,1911,Urban,Excellent,No,579148
977,3656,4,2,2,1927,Suburban,Fair,No,967899
1914,2648,1,2,1,1909,Urban,Poor,Yes,157001
1469,4202,1,3,3,1933,Downtown,Fair,No,831627
1592,4812,2,1,2,1938,Urban,Excellent,No,450717
1318,528,3,4,3,1927,Rural,Excellent,No,800561
1845,4906,5,2,2,2003,Urban,Good,Yes,483595
137,4243,1,4,3,1905,Downtown,Fair,No,182152
459,1656,1,3,2,1914,Rural,Poor,Yes,962046
376,3339,1,4,1,2017,Rural,Poor,No,981767
1343,4011,5,3,3,1941,Urban,Excellent,Yes,481613
334,3338,2,2,1,1927,Rural,Fair,Yes,468161
1160,1762,4,4,2,1947,Downtown,Fair,Yes,836872
1761,4229,1,4,3,1922,Downtown,Good,Yes,849235
1458,2634,5,4,2,1922,Rural,Fair,No,640620
817,2535,3,3,1,2011,Suburban,Good,Yes,191295
1115,3430,2,3,2,2017,Downtown,Poor,Yes,977325
1006,4533,3,2,1,1906,Suburban,Poor,No,536476
1857,2326,2,2,2,1933,Suburban,Fair,No,186080
1955,3101,3,3,1,1908,Suburban,Poor,No,847177
1851,743,3,3,3,1937,Urban,Fair,Yes,798501
911,4658,1,2,3,1942,Urban,Good,No,596938
1930,3145,3,3,3,2021,Downtown,Poor,Yes,291472
1126,1114,5,3,1,1900,Downtown,Good,No,992151
329,1330,2,4,1,1925,Downtown,Fair,No,406459
1248,1824,3,1,1,1906,Suburban,Excellent,Yes,235217
319,504,5,2,1,1925,Downtown,Fair,No,169574
1690,2338,3,3,3,1920,Rural,Good,Yes,548185
1359,2755,4,3,3,1915,Rural,Good,No,431688
1733,1572,1,2,2,1977,Suburban,Good,No,364096
168,4082,3,4,2,1956,Downtown,Fair,Yes,557409
13,2933,4,3,2,1901,Downtown,Poor,No,849947
1927,3529,2,3,1,2014,Downtown,Poor,Yes,201168
172,4782,5,3,2,2018,Suburban,Excellent,No,651103
650,3617,4,1,1,1917,Rural,Fair,Yes,497695
1062,4960,2,2,1,1924,Urban,Fair,Yes,942724
261,1106,2,2,1,1965,Urban,Poor,Yes,177319
1367,1550,1,3,1,1937,Rural,Excellent,No,336788
1549,2493,2,3,3,1996,Rural,Excellent,No,519284
902,974,1,2,2,2000,Urban,Fair,Yes,272129
673,2146,2,4,3,2006,Urban,Excellent,Yes,520328
259,801,1,2,2,2012,Rural,Poor,Yes,801545
845,2334,5,1,2,1989,Suburban,Good,Yes,691204
868,4376,3,4,1,1975,Rural,Fair,Yes,349260
1800,4711,3,3,3,1935,Urban,Fair,Yes,147555
139,3804,5,3,1,1941,Rural,Excellent,No,72007
894,4007,5,1,2,1903,Downtown,Fair,No,666108
1838,2908,5,3,1,1914,Urban,Good,Yes,778927
550,3456,5,3,1,1926,Urban,Excellent,No,453562
320,1376,4,2,3,1995,Suburban,Poor,Yes,830751
1527,2778,1,3,2,2012,Downtown,Excellent,No,626762
1806,3874,2,2,1,1940,Urban,Fair,Yes,107788
1178,3132,2,3,1,1916,Suburban,Good,Yes,252945
559,1297,3,3,2,1944,Urban,Poor,No,316320
140,4263,3,1,1,1928,Urban,Excellent,No,688093
1735,1816,5,3,1,1927,Urban,Good,No,98737
532,1853,5,1,1,1965,Urban,Good,Yes,566456
225,1456,1,3,1,1901,Downtown,Good,No,233148
724,3095,2,3,1,2021,Suburban,Excellent,Yes,450966
787,1814,1,2,1,2017,Suburban,Poor,Yes,881866
1718,1975,4,3,3,1989,Suburban,Fair,Yes,533419
1008,1804,1,2,1,1991,Urban,Good,Yes,965672
410,1325,1,3,2,1902,Suburban,Fair,Yes,246945
326,2193,4,4,2,2016,Rural,Fair,Yes,822793
1766,2849,1,2,1,1936,Rural,Fair,Yes,65376
300,4995,2,1,3,1925,Urban,Good,No,286028
1263,2204,3,1,1,2002,Downtown,Excellent,No,554869
1946,2855,2,4,2,1972,Urban,Good,No,862897
26,3234,5,4,2,1959,Urban,Good,Yes,527032
1859,3787,1,4,3,1900,Suburban,Good,Yes,427625
715,4017,4,3,2,1915,Downtown,Excellent,No,691774
1010,1801,2,1,2,1961,Rural,Excellent,No,630420
194,1123,3,2,1,1975,Downtown,Poor,Yes,533663
441,4860,3,4,2,1940,Suburban,Poor,No,475716
574,2500,3,1,3,2020,Urban,Poor,Yes,352811
947,4650,2,4,2,1923,Rural,Fair,Yes,928836
998,2606,5,3,1,1971,Urban,Good,No,182335
504,2496,5,4,3,2018,Downtown,Fair,No,647013
606,2650,5,4,3,2017,Downtown,Good,Yes,518239
1717,535,5,1,2,1904,Downtown,Excellent,No,380502
1164,3930,2,1,3,1934,Suburban,Fair,Yes,547275
1787,2085,5,4,1,1959,Downtown,Poor,No,524381
847,4606,4,1,2,1974,Downtown,Good,No,918948
4,966,4,2,2,1902,Suburban,Fair,Yes,244020
1287,3617,5,4,3,1959,Urban,Fair,Yes,865014
1223,1880,1,4,3,1935,Suburban,Good,No,729648
468,3493,4,1,1,1963,Urban,Good,Yes,830637
322,4642,3,3,3,1971,Suburban,Excellent,Yes,397591
6,3944,1,2,1,1906,Urban,Poor,No,93262
223,3734,1,3,2,2007,Urban,Good,No,724945
1375,1026,3,2,3,1959,Rural,Good,No,482331
548,3279,2,3,2,2003,Rural,Fair,Yes,309291
229,1800,2,1,2,2009,Rural,Excellent,No,726708
40,741,4,1,3,1968,Downtown,Excellent,No,218393
543,1039,5,3,2,1930,Urban,Poor,Yes,305745
243,3854,2,1,3,2017,Rural,Fair,Yes,393782
899,2622,5,4,1,2020,Downtown,Poor,Yes,396113
1134,538,1,4,3,1907,Rural,Poor,Yes,882890
1449,707,3,1,2,1953,Suburban,Excellent,No,589677
1869,2485,1,2,1,1911,Downtown,Fair,Yes,673540
843,2455,5,3,1,1922,Suburban,Good,Yes,399738
1419,1417,3,2,1,1991,Rural,Poor,Yes,690537
1654,2690,3,2,3,1930,Rural,Excellent,Yes,505473
1970,1288,2,2,1,1968,Suburban,Excellent,No,467983
662,2555,3,3,3,1922,Urban,Fair,No,558350
1211,2966,2,3,3,2004,Rural,Poor,No,61755
315,2991,4,4,3,2010,Rural,Fair,No,297439
692,1669,5,2,1,1917,Rural,Excellent,No,352094
1504,1894,1,2,1,2003,Downtown,Excellent,Yes,67184
425,2643,1,3,3,1975,Suburban,Good,Yes,539788
595,1577,4,1,2,1956,Suburban,Excellent,Yes,336608
1964,4131,1,3,2,1905,Suburban,Excellent,No,923055
623,4664,3,3,3,1995,Rural,Fair,Yes,953606
1171,1665,1,3,3,1990,Rural,Excellent,Yes,842846
1044,3366,4,4,2,1970,Urban,Poor,Yes,406668
228,4993,4,3,1,1976,Suburban,Poor,Yes,801588
1118,2000,1,2,1,2010,Rural,Excellent,Yes,808947
1332,3344,1,3,3,1936,Urban,Good,Yes,879607
1316,2928,4,2,1,1904,Urban,Poor,Yes,952877
67,1516,4,4,3,1938,Rural,Excellent,Yes,593344
25,689,5,1,3,1900,Urban,Excellent,Yes,688668
145,2136,2,2,1,2013,Rural,Good,Yes,837071
537,1167,3,4,3,1993,Urban,Poor,Yes,602958
812,3610,4,1,2,2006,Downtown,Good,No,415130
1467,2427,4,2,3,1937,Urban,Fair,Yes,403142
86,700,4,1,3,1913,Suburban,Fair,No,411273
1661,4068,2,3,1,2000,Urban,Excellent,No,491371
1646,1867,1,3,3,2000,Suburban,Fair,Yes,467896
1805,2834,4,4,1,1917,Downtown,Fair,No,470129
1818,3062,3,4,1,1914,Downtown,Excellent,No,557745
1577,781,2,4,3,1961,Suburban,Fair,No,233843
1145,3741,1,4,2,1952,Suburban,Poor,No,160373
363,2135,3,1,1,1926,Rural,Good,Yes,947486
1612,2974,2,2,2,1970,Suburban,Excellent,No,180577
1866,4725,3,3,2,1920,Rural,Fair,No,817248
1027,4552,4,4,3,1966,Downtown,Fair,No,517508
1031,1109,5,2,2,2005,Downtown,Poor,No,328747
1304,1765,4,1,2,1990,Rural,Poor,Yes,701176
1356,1292,5,4,2,1992,Downtown,Fair,No,861802
1731,2160,3,1,2,1947,Urban,Excellent,No,208566
666,1138,1,2,3,1948,Urban,Excellent,Yes,132641
365,4952,2,2,1,1971,Rural,Excellent,No,638829
78,2527,3,3,1,1994,Rural,Good,Yes,231350
28,2399,2,4,1,1934,Downtown,Excellent,Yes,513179
1437,1939,1,1,1,1950,Urban,Excellent,No,154997
526,4084,5,4,2,1984,Downtown,Excellent,Yes,250123
1835,3056,5,2,2,1949,Urban,Poor,No,555533
56,3961,4,3,1,1949,Urban,Poor,Yes,826522
639,2387,4,2,2,1935,Suburban,Poor,Yes,398301
303,1666,2,1,1,1982,Rural,Fair,No,927742
719,1660,3,4,2,2012,Suburban,Poor,Yes,493853
625,4800,5,3,1,2011,Suburban,Excellent,No,136755
8,3419,2,4,1,1925,Suburban,Good,Yes,594893
804,2692,3,1,1,1953,Downtown,Excellent,No,393133
1050,1636,1,3,1,1908,Urban,Poor,Yes,881838
337,1512,4,4,3,1922,Urban,Fair,No,80924
48,4514,2,1,3,1952,Rural,Poor,No,976920
1764,4508,4,2,3,2020,Downtown,Fair,No,929793
107,2257,2,4,3,1906,Downtown,Excellent,Yes,307288
350,4749,1,2,1,1947,Downtown,Fair,No,153976
1080,4697,4,3,3,1932,Suburban,Poor,Yes,336640
239,2193,5,1,2,2000,Suburban,Excellent,No,882548
214,753,2,2,3,1986,Suburban,Fair,No,786200
1776,2972,3,1,3,1989,Urban,Fair,Yes,969015
1139,4611,3,1,1,2019,Rural,Excellent,No,975208
794,2636,5,1,1,2009,Suburban,Excellent,Yes,496015
1587,3240,4,2,3,1967,Suburban,Excellent,Yes,875294
1583,1508,5,1,2,1956,Suburban,Fair,No,785101
1672,2447,3,4,1,1935,Rural,Good,Yes,756465
524,3876,5,3,2,1968,Urban,Poor,Yes,340534
233,4996,2,1,3,1943,Urban,Fair,Yes,784184
645,4656,1,1,1,1940,Suburban,Excellent,Yes,54369
1508,1029,2,4,3,1939,Rural,Poor,No,257537
534,3331,5,1,1,1930,Downtown,Excellent,Yes,985510
1942,663,3,1,2,1933,Urban,Fair,No,679999
604,4481,1,1,3,1987,Rural,Fair,Yes,614396
1330,3842,3,1,1,2008,Suburban,Excellent,No,933527
1075,1752,2,2,3,1927,Rural,Excellent,No,511365
1305,1540,5,1,2,1924,Urban,Excellent,Yes,806686
61,4797,5,1,2,1965,Suburban,Good,Yes,691157
1264,862,1,3,3,2005,Downtown,Poor,No,753196
93,2070,2,2,2,2010,Downtown,Poor,No,458995
667,555,2,4,2,1932,Suburban,Poor,Yes,789443
281,2186,2,1,1,1907,Rural,Excellent,Yes,106879
1114,4732,4,3,3,2000,Downtown,Poor,No,83064
360,3459,2,3,2,2005,Urban,Poor,Yes,173323
1129,3167,1,2,3,1932,Downtown,Excellent,Yes,526015
1170,4000,4,3,1,1936,Suburban,Fair,No,319182
848,3825,5,3,3,1927,Downtown,Poor,Yes,901098
1522,2865,5,4,2,1951,Urban,Poor,Yes,957023
111,2222,1,1,3,1998,Suburban,Excellent,No,285835
43,3112,4,3,1,1987,Suburban,Excellent,No,340320
126,2737,3,3,2,1999,Urban,Poor,Yes,812072
205,1654,5,2,2,1945,Urban,Poor,No,354960
53,4443,5,1,1,1951,Rural,Excellent,No,958840
546,4275,3,2,3,2020,Rural,Poor,Yes,328496
69,1378,2,1,1,1953,Rural,Fair,Yes,560241
1741,1962,5,2,2,1948,Urban,Good,Yes,981543
1548,3139,5,2,3,1970,Downtown,Excellent,Yes,626563
184,2343,4,2,3,1968,Suburban,Excellent,Yes,910020
138,1995,4,1,3,2019,Urban,Poor,No,344819
900,885,4,2,2,2014,Urban,Excellent,No,64568
797,2363,5,2,1,1925,Urban,Poor,No,756584
133,4248,4,4,2,2013,Rural,Excellent,No,53212
81,891,1,1,2,2000,Suburban,Good,No,534859
1987,3211,4,3,3,1965,Urban,Good,No,179576
1541,4896,4,1,2,1954,Downtown,Good,Yes,782320
542,3245,1,4,3,1959,Urban,Poor,Yes,681615
1669,4365,5,4,1,1985,Suburban,Poor,Yes,729601
984,1013,2,2,3,1907,Rural,Fair,No,109332
166,697,3,4,3,2011,Downtown,Excellent,No,634819
249,516,2,1,1,1956,Urban,Fair,No,882441
447,643,3,2,3,1923,Suburban,Fair,No,676627
1515,1439,3,4,3,1982,Urban,Excellent,Yes,706341
859,3505,4,2,1,1913,Rural,Good,Yes,730047
1212,3237,5,1,2,1966,Rural,Poor,Yes,827203
98,4993,3,4,3,1940,Downtown,Poor,Yes,715344
1974,4526,3,1,3,1936,Rural,Fair,No,904531
738,2310,3,2,1,1905,Rural,Poor,No,834429
1256,2496,5,1,1,1963,Downtown,Good,No,385206
103,1363,1,3,2,1915,Suburban,Good,No,495919
435,1228,1,3,2,1991,Rural,Fair,No,446904
75,4384,5,4,3,1930,Rural,Excellent,No,76014
1792,841,2,2,2,1937,Downtown,Good,Yes,259870
1235,1454,3,1,1,1929,Rural,Good,Yes,355617
919,4201,4,4,2,1999,Urban,Good,No,709089
1712,1786,2,2,1,1945,Urban,Fair,No,325536
1671,3001,2,3,3,1903,Rural,Excellent,Yes,526154
1621,3572,5,4,2,1965,Downtown,Poor,Yes,858143
763,3324,2,4,2,1925,Urban,Excellent,No,853621
990,2055,1,1,2,1903,Rural,Fair,No,101993
389,4413,3,4,1,1949,Suburban,Poor,Yes,346753
236,1454,5,3,2,1942,Downtown,Poor,Yes,482509
1507,4214,4,2,3,1984,Downtown,Good,Yes,505519
268,3475,1,4,3,1999,Rural,Fair,Yes,982478
1188,1963,4,1,3,1959,Suburban,Fair,No,923993
118,3193,3,1,3,1942,Rural,Poor,No,803315
1607,2299,4,3,1,1974,Downtown,Good,No,570919
674,1418,3,4,2,1980,Rural,Good,Yes,494093
250,1743,1,3,3,1923,Suburban,Good,Yes,178824
1453,521,1,1,1,1970,Downtown,Poor,No,994699
1995,2174,1,1,2,1973,Downtown,Poor,No,527698
95,4340,1,1,3,1983,Urban,Poor,Yes,997226
34,1146,1,3,3,1954,Downtown,Excellent,No,725371
1464,4138,3,4,1,1960,Urban,Fair,No,52024
1668,1526,1,2,2,2018,Suburban,Excellent,Yes,336552
449,4991,1,2,3,1921,Downtown,Good,No,282275
717,4235,3,1,2,1960,Urban,Good,No,544775
1810,3165,3,3,3,1972,Downtown,Fair,No,201744
1518,874,4,1,3,1915,Suburban,Fair,Yes,200408
1,1360,5,4,3,1970,Downtown,Excellent,No,149919
1376,3724,5,4,1,1975,Downtown,Fair,Yes,816505
1102,4493,1,1,1,1993,Downtown,Poor,No,713662
1109,4845,4,2,1,1973,Rural,Excellent,No,785901
1227,3182,2,1,1,1977,Rural,Good,No,742727
83,4061,2,1,1,2015,Downtown,Excellent,Yes,540339
1289,1636,4,4,3,1914,Urban,Fair,Yes,697801
677,3845,4,2,1,1992,Downtown,Fair,Yes,872613
1921,4719,4,2,2,1993,Urban,Good,Yes,265196
1047,648,4,3,2,2005,Downtown,Poor,No,375969
771,4527,2,4,1,1930,Downtown,Fair,Yes,534091
1947,4778,5,1,2,1983,Urban,Fair,No,868718
1281,3829,4,3,3,1901,Rural,Good,No,315591
1581,3032,3,3,2,2002,Suburban,Poor,Yes,615745
1489,903,1,1,3,1986,Urban,Excellent,No,683654
405,917,4,1,3,1950,Suburban,Excellent,No,725748
1728,3597,4,2,3,2012,Downtown,Fair,Yes,997176
1299,2882,1,2,1,1922,Suburban,Fair,Yes,218902
1341,3396,5,1,1,2009,Urban,Good,No,77597
105,1063,4,2,2,1911,Suburban,Excellent,Yes,188783
689,566,3,1,3,1932,Urban,Excellent,Yes,496098
1306,1417,3,1,3,1976,Downtown,Excellent,No,568680
827,2836,2,4,1,2000,Downtown,Fair,No,97922
63,1495,2,2,3,1999,Rural,Good,Yes,857827
853,845,4,1,3,1928,Suburban,Excellent,No,168194
1354,2355,2,4,2,1963,Rural,Fair,Yes,969707
224,4291,4,1,1,1946,Rural,Poor,No,190926
146,4196,2,2,2,1956,Downtown,Poor,No,375737
1089,4607,3,2,2,1981,Downtown,Good,No,702664
374,1848,4,1,3,1977,Downtown,Poor,Yes,854700
1421,2741,5,1,1,2022,Urban,Excellent,No,364942
1143,810,4,3,1,1970,Urban,Fair,No,788165
1827,648,5,3,1,1914,Rural,Good,Yes,173775
1495,1773,5,3,1,2022,Urban,Poor,Yes,459174
1602,4970,4,4,3,1907,Urban,Excellent,Yes,297688
1271,1056,5,3,2,1997,Suburban,Excellent,Yes,748083
10,2185,3,3,1,2000,Downtown,Poor,No,340375
450,3438,4,2,1,1999,Urban,Fair,No,452854
709,3209,4,3,1,1973,Urban,Good,No,724255
256,1560,2,2,3,1948,Suburban,Poor,No,951334
883,2145,1,3,3,1947,Suburban,Excellent,Yes,915061
390,1566,5,3,1,1988,Suburban,Good,No,939217
909,4072,1,3,3,2012,Rural,Fair,No,736874
925,3712,1,3,2,1922,Urban,Poor,No,910587
1704,2181,3,1,2,1996,Suburban,Excellent,No,664997
1233,2060,3,1,3,2017,Urban,Poor,No,969163
461,4830,5,1,2,1994,Urban,Fair,Yes,528766
1270,2969,1,3,2,2004,Suburban,Excellent,No,404820
1760,4858,4,2,1,2018,Rural,Poor,Yes,501800
1169,2550,3,2,2,1953,Downtown,Poor,No,284152
959,2990,5,2,1,1943,Downtown,Poor,Yes,124474
502,2458,3,2,2,2022,Urban,Fair,No,178568
740,724,3,2,2,1926,Urban,Fair,No,111086
1850,4937,1,1,3,1970,Urban,Fair,Yes,128591
869,626,2,2,1,1966,Downtown,Excellent,No,928548
732,3428,3,3,2,1942,Downtown,Good,No,674099
540,4685,5,4,2,2014,Downtown,Poor,Yes,60236
1202,4345,4,1,2,1964,Urban,Poor,No,779055
698,3160,1,2,3,1916,Rural,Poor,No,86080
1393,2513,5,2,2,2007,Rural,Excellent,Yes,172540
1377,2753,4,2,2,2018,Rural,Good,Yes,727900
1146,1045,3,1,2,1953,Rural,Fair,Yes,974069
1032,954,5,4,2,2021,Downtown,Poor,No,378085
373,1515,5,4,3,1969,Urban,Fair,Yes,852699
668,1025,2,4,2,1924,Urban,Good,Yes,781670
1526,513,4,3,3,1948,Rural,Fair,Yes,927709
358,2641,4,4,2,1949,Urban,Excellent,No,887329
968,3038,2,4,2,1984,Urban,Good,Yes,835034
784,4350,5,3,1,1923,Downtown,Good,Yes,852386
736,3262,2,1,3,1931,Suburban,Poor,No,427757
1036,3469,1,4,2,2023,Suburban,Poor,No,485935
971,4777,4,4,2,1985,Urban,Excellent,No,151611
1525,2146,3,2,2,1938,Downtown,Excellent,Yes,732457
1487,1456,5,4,3,1999,Downtown,Fair,No,402594
1524,4976,5,3,2,1942,Downtown,Excellent,No,583953
1491,1887,1,1,1,1909,Rural,Excellent,Yes,638141
1643,1350,4,4,1,1996,Urban,Good,No,724035
1253,2091,1,3,1,1996,Rural,Poor,Yes,994218
1694,4354,5,2,1,1915,Downtown,Excellent,Yes,298577
1750,2966,1,3,1,1997,Urban,Fair,Yes,354431
1237,1474,1,3,2,2019,Downtown,Excellent,No,66040
886,3372,1,3,1,1959,Rural,Excellent,No,273059
80,1995,4,4,2,1948,Rural,Fair,Yes,838212
1173,2533,3,3,1,1939,Suburban,Poor,No,905938
815,3126,4,3,1,1930,Urban,Good,No,283127
1286,2485,1,2,1,1927,Urban,Fair,No,448115
672,864,2,4,3,1956,Rural,Good,Yes,201958
1532,3438,5,1,3,2009,Suburban,Fair,No,866916
58,4343,3,3,2,1940,Downtown,Excellent,No,840023
134,1163,1,3,1,1977,Suburban,Excellent,No,282131
1141,1631,4,2,2,1934,Suburban,Good,No,339604
934,2832,2,4,3,1929,Suburban,Good,No,858094
1685,1504,5,4,3,1932,Urban,Poor,No,772300
824,1620,1,3,3,1914,Suburban,Poor,Yes,383862
1215,502,2,1,1,1909,Urban,Poor,Yes,184962
505,4785,5,3,1,1943,Rural,Excellent,No,178131
1775,2414,5,4,2,1978,Urban,Fair,Yes,737055
348,2794,4,1,1,1932,Suburban,Fair,No,887985
387,3238,2,2,3,1970,Rural,Poor,No,459633
1025,2122,5,1,2,1927,Urban,Fair,Yes,117573
895,4712,3,3,2,1991,Urban,Excellent,No,241239
829,3145,2,1,3,1978,Rural,Fair,Yes,867187
1893,3219,5,3,1,1979,Rural,Fair,No,370098
476,2356,3,2,2,1937,Rural,Fair,No,891741
1471,2835,3,1,2,1943,Downtown,Poor,Yes,506331
1448,958,2,4,3,2022,Urban,Poor,Yes,145220
1582,4328,3,2,2,1914,Downtown,Excellent,No,545496
653,2253,2,4,1,1989,Urban,Poor,No,607343
173,3897,1,3,1,1977,Suburban,Good,No,601872
1150,3712,3,1,3,1966,Suburban,Good,No,299975
39,2561,2,3,1,1964,Rural,Good,No,873250
714,3921,4,3,3,1990,Rural,Good,No,970958
91,3231,3,3,2,2002,Downtown,Good,No,433891
1937,2509,1,4,1,1970,Rural,Excellent,Yes,128229
1206,3236,1,2,3,1945,Urban,Good,No,835608
876,3867,3,1,3,1938,Urban,Fair,Yes,163926
1352,3733,5,2,3,2005,Urban,Fair,Yes,974752
1890,3536,5,3,2,1953,Urban,Poor,Yes,864980
1094,4562,2,3,1,1953,Urban,Poor,No,691501
1156,744,2,4,1,1997,Urban,Good,Yes,856560
1782,2975,3,1,1,1969,Rural,Excellent,No,517121
1959,516,2,3,1,1975,Urban,Fair,No,916069
500,1394,1,1,2,1926,Urban,Good,No,113043
339,1581,3,4,3,2006,Rural,Excellent,No,966592
1189,3915,3,3,3,2012,Urban,Fair,Yes,339647
29,1767,3,3,3,2011,Downtown,Poor,Yes,948212
1218,1392,5,3,1,1948,Downtown,Excellent,No,67175
1400,2543,5,2,3,1953,Urban,Good,Yes,620179
1821,4943,2,3,2,1930,Downtown,Poor,Yes,744058
946,3835,2,4,3,2019,Urban,Good,Yes,553575
170,3772,1,3,1,1976,Urban,Poor,Yes,59387
1405,4262,4,3,1,1915,Downtown,Fair,No,539838
1198,2765,2,4,2,2019,Suburban,Good,Yes,131748
1254,3611,3,2,1,1957,Rural,Poor,No,761045
1614,4549,3,1,1,2002,Suburban,Good,Yes,121074
913,2703,1,2,2,1997,Suburban,Good,Yes,127701
492,4102,3,3,1,1917,Rural,Excellent,Yes,314826
954,3962,5,1,3,1985,Rural,Excellent,Yes,257606
1098,2921,2,2,3,1939,Urban,Good,No,634087
1033,3453,3,2,2,1919,Urban,Good,Yes,92597
588,749,1,3,3,1975,Rural,Good,Yes,389233
751,2539,5,4,1,1969,Downtown,Good,No,523875
658,3378,1,3,3,1998,Rural,Excellent,No,523267
235,3235,1,1,2,1955,Urban,Poor,Yes,281897
733,3051,5,4,3,1999,Suburban,Poor,Yes,558907
1989,2168,2,4,1,2010,Rural,Fair,No,427972
1633,3730,4,2,2,1972,Rural,Fair,Yes,104583
1157,771,2,3,1,1945,Rural,Fair,No,301981
1470,2856,1,4,1,2012,Downtown,Excellent,No,317429
1425,4738,2,3,1,1908,Rural,Poor,No,186772
1628,1203,1,3,3,1936,Urban,Poor,No,289317
935,3876,5,3,3,1980,Suburban,Excellent,No,580696
1210,2414,5,2,2,2012,Rural,Fair,No,895383
1066,2620,2,2,1,1978,Suburban,Poor,No,499303
109,3742,4,3,1,2018,Urban,Fair,No,545187
1543,3966,5,4,1,1906,Urban,Excellent,No,387990
569,2133,5,4,2,2020,Downtown,Good,No,685181
1168,4260,2,2,1,1907,Rural,Fair,Yes,50005
1175,4888,4,4,3,1995,Rural,Excellent,Yes,445822
891,4002,5,1,2,1922,Rural,Poor,Yes,78004
948,1981,5,1,1,2001,Suburban,Good,No,219259
1049,2558,2,2,2,1957,Downtown,Excellent,No,442619
1353,2480,4,2,1,2012,Downtown,Poor,No,397509
1778,1207,5,2,2,1950,Downtown,Poor,Yes,423166
1447,2554,1,3,2,1930,Suburban,Poor,Yes,926122
885,3530,1,2,2,1920,Suburban,Fair,No,544308
1673,1677,5,4,2,1905,Rural,Good,Yes,242122
851,3705,1,1,1,2022,Suburban,Fair,No,323010
735,1346,4,2,3,1916,Urban,Excellent,Yes,982280
718,3370,2,1,1,1993,Rural,Fair,Yes,788497
455,1562,2,4,1,1928,Rural,Fair,Yes,303301
265,690,3,2,1,1989,Suburban,Poor,No,89015
76,564,1,3,3,2014,Suburban,Poor,No,778359
1658,1940,1,2,3,2009,Urban,Fair,No,864520
445,3282,2,3,3,1979,Downtown,Fair,No,992550
396,3046,4,3,3,1954,Urban,Poor,Yes,423587
177,3311,3,4,2,1936,Suburban,Good,Yes,698782
1043,4276,5,2,3,1960,Rural,Excellent,No,218769
1736,4645,5,2,2,1943,Downtown,Good,No,502669
1402,3996,3,4,3,1961,Downtown,Fair,Yes,526728
1381,2263,4,4,2,1938,Urban,Poor,No,859010
596,735,1,1,1,1946,Downtown,Excellent,Yes,299220
62,2481,5,3,2,1920,Suburban,Poor,Yes,307716
1297,1935,3,4,1,2000,Suburban,Excellent,Yes,133805
873,3949,3,2,1,1955,Urban,Good,No,733429
1490,3279,1,4,1,1931,Suburban,Good,Yes,422222
1879,3029,1,3,2,1968,Rural,Fair,No,734736
279,4514,5,1,1,2023,Urban,Fair,No,959222
